e__0,e__1,e__2,e__3,e__4,e__5,e__6,e__7,e__8,e__9,e__10,e__11,e__12,e__13,e__14,e__15,e__16,e__17,e__18,e__19,e__20,e__21,e__22,e__23,e__24,e__25,e__26,e__27,e__28,e__29,hypothesis,is_attack,ts,principal_id,cloud,dataset
1.2032475,0.8981585,1.2386602,1.6581184,0.96761984,0.74808943,-0.28106833,-0.112220764,1.7867346,2.0363355,-3.5399098,-2.0331535,-1.1663157,0.15713727,-0.9557034,2.7412174,-0.07832307,0.4219921,1.031446,1.4464896,-0.21566764,-0.8729611,0.8814075,0.7211354,-0.91627413,1.3554428,1.1701987,0.13429649,0.07959786,0.5540578,CREDENTIAL_MISUSE,1,2025-01-05 21:49:58+00:00,1151,CIC_NET,DEMO
-0.8617031,0.03003148,-2.1523836,0.87645566,-1.5614933,1.5034199,-0.3301201,-0.21166699,-0.6277339,-0.28803888,1.4185313,-2.4878087,1.2769654,0.33802348,-1.2070216,-1.0753124,1.676393,-0.9455069,-1.1533505,1.1373146,0.33855286,-0.9379256,0.21662498,-1.0257527,1.1008214,1.061371,0.5320062,0.36166105,1.7611881,-0.00031367262,BENIGN,0,2025-01-01 15:42:51+00:00,1082,AZURE,DEMO
-1.1818742,0.44947392,2.086047,-1.0147595,-0.36146277,0.41644603,-0.05390485,-0.98230356,1.1218579,2.3200407,0.19613145,-0.9040683,-1.5489606,0.257976,1.1038773,0.47516775,-0.002403841,-0.58927166,-1.0921637,0.8347513,0.9137716,-1.5457298,1.589839,0.5740712,1.3995947,-1.3421278,-1.3658241,-0.14896931,0.50278443,1.7963609,BENIGN,0,2025-01-24 03:45:25+00:00,1001,AZURE,DEMO
4.306079,3.3573186,2.5736308,4.8300004,2.6352947,5.2284684,3.3156154,5.1905823,4.278931,3.4630046,0.3460687,1.4658407,0.5716233,1.040365,0.13765618,0.6343686,0.87857705,-1.328734,1.2581681,-0.17972122,-1.1533324,-1.6873443,-1.7938925,-1.3554475,-0.709021,1.9532591,-0.5258797,0.17775011,0.40048137,0.13106519,NETWORK_INTRUSION,1,2025-01-20 21:52:01+00:00,1127,CIC_NET,DEMO
3.5225565,2.4047062,5.0509276,5.4071965,1.9173414,2.5759714,3.3201897,2.6354623,4.1059656,2.8717277,0.77356607,2.4876194,0.7607157,-0.5628904,-1.3379855,0.23605251,-0.016217245,0.8781431,1.6616361,0.9390604,-1.5769964,-0.80282444,-0.073972866,-0.07566561,1.9725422,-1.385988,0.50558925,1.4891131,2.2714498,-0.40439743,NETWORK_INTRUSION,1,2025-01-02 18:40:26+00:00,1045,CIC_NET,DEMO
2.8914294,2.9697604,2.5954816,2.3011549,2.8359754,-0.13224609,3.0820694,2.526178,2.177525,4.446862,-0.06579249,0.90231216,4.8750167,-3.7061257,-0.13369407,0.6529746,1.6407344,1.0078025,-0.49262536,0.26783144,-0.60735446,-0.07722104,0.42584366,0.41820577,-1.7760117,1.063941,0.25256884,1.3845321,0.44419834,1.101323,DATA_EXFILTRATION,1,2025-01-24 08:48:55+00:00,1153,GCP,DEMO
0.4665453,1.3462257,0.52225065,-0.09791525,2.2724347,0.88903713,0.5737444,-1.2763044,-1.2883077,0.2927155,0.1455212,-0.61412257,0.1409827,1.588627,0.6954025,-1.1410085,-0.111508824,-0.8049665,-0.3876999,-0.41361567,-0.47764558,-1.2551354,-0.12765469,-0.5606076,-2.9294486,2.052972,1.0887697,-0.37630072,0.018819049,-1.1716543,BENIGN,0,2025-01-25 06:56:24+00:00,1106,GCP,DEMO
1.6957228,1.8972887,0.15669373,1.0235306,0.17528678,-1.3367255,-0.41182336,0.13192797,-0.45454773,-0.21865328,-0.09139956,-0.080878496,0.05225849,-1.060605,-0.71701616,-1.2845843,0.97781557,-2.1056468,1.1535903,1.3863494,-0.3021806,-2.603137,-0.36131057,-0.06418416,-1.0105982,-0.5152184,1.5301952,0.6649272,-0.9245641,-1.5975991,BENIGN,0,2025-01-25 16:00:45+00:00,1158,CIC_NET,DEMO
0.8729827,0.98654324,1.6961992,0.6646833,1.7114996,3.135154,2.015501,1.1519115,1.0168495,0.84332687,3.7953691,-1.4909767,0.2371379,-0.6525626,-3.5791936,-0.57246554,1.1229745,0.738996,1.3002405,0.26639968,1.2208213,-0.8767738,1.7120403,-1.7476366,0.43477008,0.4754307,-0.7955571,0.42439395,1.2795187,-2.2168188,PRIV_ESC,1,2025-01-27 17:09:45+00:00,1158,AZURE,DEMO
0.5027448,-2.4932709,-0.9656648,1.6291664,-0.58178204,-1.17388,-0.19793773,2.0679064,-1.8316822,-1.05131,1.4974316,1.8577024,-0.103431225,-1.2390527,2.0958436,1.5944424,0.678947,-0.81240237,-0.04902934,-0.16036008,0.33085132,1.4510014,0.87941706,-1.0773761,1.3764964,0.31313214,0.6870658,1.4665408,-1.1115803,-0.03582558,BENIGN,0,2025-01-02 01:01:28+00:00,1147,CIC_NET,DEMO
-0.53145456,-1.5678594,0.34670997,2.5115566,-1.8400778,-0.032280613,0.6405429,0.123078205,-0.11312805,-1.2992164,0.23278674,-0.756764,-2.1899216,1.1945922,0.9583858,0.051660977,0.22907469,1.074318,0.22433966,0.90401757,-0.2974822,1.3119837,0.32078573,0.19405194,-1.2700611,0.28695586,-0.8319549,-0.6382827,-0.8153756,-1.066235,BENIGN,0,2025-01-17 18:24:48+00:00,1026,GCP,DEMO
2.1247714,1.3313391,1.9203675,-1.222895,0.07125375,-1.2935076,-0.69569486,-0.918127,1.239584,-0.39622968,1.0683793,0.6041209,2.3036387,-1.4794443,1.2592332,1.1464409,-0.97337884,1.0071334,0.33614495,-0.22747625,-0.8239355,-0.7191095,2.049812,0.00068281894,0.78213,-0.7908994,-0.7798529,1.0819848,-1.3495762,-0.41521376,BENIGN,0,2025-01-02 02:40:55+00:00,1189,AZURE,DEMO
0.034027413,0.111372605,-0.17909329,0.39581978,0.6928558,0.73463756,-0.9858038,-0.2841551,1.1947628,0.8946472,-1.3728595,0.3514799,-1.9782252,0.046934903,1.8977671,-0.9478927,-0.83432305,0.7640298,-1.5428015,-0.63275504,0.59644115,-0.63428587,-0.23596999,0.7441857,0.42154607,0.2668184,-0.33912227,0.37006113,-0.12373268,0.4578056,BENIGN,0,2025-01-24 21:08:26+00:00,1116,GCP,DEMO
2.503068,2.817431,2.0100422,2.9649923,2.1889992,1.8859535,3.258661,3.2127397,3.7828736,2.5688744,1.3152552,-1.126906,-1.3631147,-1.0520846,-0.27221137,1.1641403,0.80717844,-1.2864777,0.96048963,3.012531,-0.36003926,-0.7280771,0.37334856,0.3123782,1.1927352,-1.2578682,0.7313802,0.59042203,-0.14214654,0.33868733,DEFENSE_EVASION,1,2025-01-11 11:35:39+00:00,1103,CIC_NET,DEMO
1.0294574,0.8723154,-1.1430193,0.8201582,-0.06468861,0.0728741,0.07319699,-0.15024298,1.1917075,-0.08371796,-1.1195462,-0.39352986,0.17869471,1.2292148,0.6030947,-0.8505353,2.48519,0.2647753,1.2753907,-0.15171443,0.5333592,0.8394685,1.2181947,1.0573683,0.872197,-0.31508672,-0.57174605,0.3326075,0.93312806,-0.2227207,BENIGN,0,2025-01-11 15:58:52+00:00,1018,CIC_NET,DEMO
2.265172,2.6526167,0.28367907,0.3630793,1.0596249,1.5076127,0.675433,2.5522027,1.6240668,1.239447,-2.26976,-1.3869039,2.5627937,-4.757634,2.4287682,0.6418462,4.043093,3.1079164,0.61855096,0.693663,0.9955815,1.7031726,-1.6380291,-1.7863755,-0.6220348,0.58273757,0.4968736,1.0697714,-1.1996975,-2.3161438,PRIV_ESC,1,2025-01-23 12:18:50+00:00,1027,CIC_NET,DEMO
0.85801417,-0.8281963,-2.018488,0.14506374,0.7931757,-0.12205713,-0.4578484,-0.15936223,-0.37058276,-1.3480471,-0.7146807,0.52127993,0.32167855,0.16805981,-0.9951485,-0.18150316,-2.1770651,0.17847666,1.4288577,-1.4741322,-0.58592767,0.32910678,1.2528427,-0.4482246,-0.6922503,-1.9689231,0.10343813,2.042076,0.27735847,-0.02227898,BENIGN,0,2025-01-18 06:24:25+00:00,1106,CIC_NET,DEMO
0.3220823,-0.011092004,-0.8130144,0.8232799,0.22576152,0.017613253,-0.97536606,1.3035079,0.6647028,-0.5529208,1.0018249,-0.49757084,-0.7820035,-0.7597031,-1.7710686,0.4715424,-1.8311449,-1.2284439,-2.075588,-0.086069696,-0.15032046,-0.32669622,-1.0425777,-1.1722337,0.46436986,-0.55055195,0.31635833,-0.88524866,0.18106274,1.3032781,BENIGN,0,2025-01-25 13:22:16+00:00,1055,AZURE,DEMO
0.5861658,-0.4124138,0.25719896,-0.24066517,0.007880185,-0.32561105,-0.1643352,0.21209335,-0.9933587,-1.0158788,-1.3885425,-1.6002711,-1.2172827,0.15946251,-0.8927875,0.5136145,0.03471375,-1.9685042,0.6549756,0.81079865,-0.9938627,0.42019156,-0.85649824,0.09767038,-1.2644984,-1.7931064,-0.38281718,-0.123728946,-0.3976797,-1.1840305,BENIGN,0,2025-01-09 23:49:37+00:00,1173,CIC_NET,DEMO
-0.39989907,0.26929474,-0.04489303,0.18250103,-0.6701152,1.1717179,-1.1761733,0.4875603,1.1818911,0.4809081,-0.20252423,-0.52829707,1.0360876,-1.422975,-0.97012424,-0.39755777,1.2376537,0.37976763,-0.9680458,-0.3103077,-0.61432314,-0.709789,0.9788896,-1.3717431,1.6087809,0.82822967,1.0908617,-0.4629395,-0.14994071,-1.4331518,BENIGN,0,2025-01-07 23:31:29+00:00,1141,AZURE,DEMO
3.0753376,4.0936546,4.896063,2.4928432,3.234494,3.4487007,2.2042108,4.191349,2.8760097,3.4046097,-0.050357763,-1.008166,-1.8814089,1.6102194,0.31916624,0.07153838,1.1195247,2.4536173,0.9398872,1.7961183,-1.390222,0.15776144,-1.0973684,-1.4769249,-0.7393714,1.1918993,0.95001584,0.24300472,-1.5327005,-0.19628066,NETWORK_INTRUSION,1,2025-01-24 18:22:34+00:00,1104,GCP,DEMO
2.1017,1.9755362,-0.043793585,0.90968215,1.7359222,2.3362908,-0.39612782,1.637876,1.9430487,2.649612,3.9690273,-0.295315,0.7689946,-5.140544,-1.1751143,1.8016318,2.1934545,1.5105491,1.2293408,1.1796397,-0.5561187,-0.1300603,1.6690695,-0.942558,1.6147788,-0.32202816,1.3254321,-1.406815,0.5859042,-0.73677015,LATERAL_MOVEMENT,1,2025-01-10 10:09:52+00:00,1069,CIC_NET,DEMO
2.184733,3.8185341,4.609472,2.7550585,2.100984,3.5081553,3.5125647,4.1483197,4.5495944,3.5405848,2.5487497,0.4520073,-2.1882014,-3.2166207,1.5737271,0.46361306,1.7603048,1.2624836,-0.3793691,0.9722544,0.6715312,1.5280313,0.887504,0.7608467,0.060085993,0.388312,1.2495049,-1.3327774,-0.34943932,-0.77256876,NETWORK_INTRUSION,1,2025-01-01 14:08:59+00:00,1124,AZURE,DEMO
3.379153,4.230222,2.4030256,0.6096956,2.5877793,3.9134738,3.5376298,3.4281862,2.7200067,1.7209693,3.6753604,-1.0058867,4.8066473,1.1388474,0.66253376,0.18861476,0.7070558,0.56049806,1.9168338,0.98641616,-0.73163176,1.8904407,0.04930833,0.76883966,-0.6082265,0.36311564,0.31111,-1.8896493,2.015275,1.2906444,DEFENSE_EVASION,1,2025-01-16 17:46:19+00:00,1134,CIC_NET,DEMO
0.20280468,-0.50226974,0.9475616,0.6866977,0.9556689,0.7915774,1.106241,2.0473056,1.1681032,-0.4496555,0.9422033,1.2112622,4.4580765,-0.7245105,1.9322318,-1.2820987,1.3531492,0.2517997,2.723446,0.02538503,-1.689183,-0.47126374,-1.9754878,0.75109947,-2.065083,0.028457582,-2.0778117,-0.3202978,1.6433781,0.3606479,CREDENTIAL_MISUSE,1,2025-01-18 00:31:49+00:00,1102,CIC_NET,DEMO
2.1365063,2.9687965,3.0180168,3.4726303,1.6331416,3.5925672,0.29560837,2.3701155,2.5117261,3.6333268,-4.3974595,2.1472492,-2.117929,1.866591,-2.4477372,0.22087589,0.3191662,1.496168,0.28230742,0.71190876,2.1699367,-1.4236827,-1.8518428,0.78358966,-0.67864305,-0.3182375,-0.78115636,-0.25980014,1.5985382,0.80212843,DEFENSE_EVASION,1,2025-01-11 07:32:29+00:00,1146,CIC_NET,DEMO
0.8622235,-1.4162271,-1.1511537,-2.8390787,-0.8093808,0.9567032,0.5169465,-0.22151326,-0.022300284,-0.68888557,0.20475888,0.76587826,-1.6158868,0.2996477,0.93243486,-0.41510028,0.70070064,2.8146544,-0.104342796,0.39330706,-0.7380571,0.18125117,0.46027163,0.19484234,-1.0196953,0.20636177,1.462196,0.44863576,0.9619872,-0.23701197,BENIGN,0,2025-01-22 16:13:14+00:00,1185,CIC_NET,DEMO
0.7499002,0.27926785,-0.95091075,0.318521,-0.99169666,-0.6328803,0.18932831,0.29724428,-1.1892325,1.0539857,0.5720063,-0.7047284,-1.5375848,-0.14490458,-0.4459437,0.11314046,-0.36311665,-2.0074568,-0.38834694,-0.30561912,0.63366103,-0.6981997,1.6786747,-1.9116405,1.3111675,-0.22431897,0.85958487,0.079801485,1.1395556,-0.38736197,BENIGN,0,2025-01-20 12:47:17+00:00,1162,CIC_NET,DEMO
-1.0986204,1.4205043,-0.11348064,0.22155847,1.2347519,-1.0319552,0.5954909,-0.5898948,-0.13216935,0.07227897,-1.5002218,-0.778837,1.3510729,0.8861912,-0.06263958,0.24312346,-0.2942425,1.3565834,-0.20035258,0.23184209,1.1460302,-0.77737147,1.5587891,-1.5304614,1.6296421,-0.3726756,-0.24269874,-1.8900101,-0.4547947,-1.0398065,BENIGN,0,2025-01-29 14:01:30+00:00,1158,AZURE,DEMO
